Base ;;;Extremo;;;motores;;;;;;;;;;;;;;;
Base X;Base Y;Base Z;Extremo X;Extremo Y;Extremo Z;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0,000114938;8,61988E-05;0,000134954;-0,002805256;0,026606975;0,242176047;0;0;800;-800;0;0;800;-800;800;-800;0;0;-800;800;0;0
0,000498378;-2,64445E-05;0,000462381;-0,026510181;0,021085828;0,242853938;0;0;800;-800;0;0;800;-800;800;-800;0;0;0;0;800;-800
7,16535E-05;9,35912E-05;0,000143648;-0,019291483;0,00836653;0,245466104;0;0;800;-800;0;0;800;-800;800;-800;0;0;0;0;-800;800
-0,036646823;0,006838212;0,246046443;0,000676163;0,000208758;0,000667954;0;0;800;-800;0;0;800;-800;-800;800;0;0;800;-800;0;0
7,6387E-05;0,000103075;0,000142877;0,006266295;0,018594586;0,242989922;0;0;800;-800;0;0;800;-800;-800;800;0;0;-800;800;0;0
0,000282383;7,96549E-05;0,00045438;-0,020519583;0,017841427;0,244632567;0;0;800;-800;0;0;800;-800;-800;800;0;0;0;0;800;-800
7,76015E-05;5,63845E-05;0,000149764;-0,009002586;0,003959795;0,245960093;0;0;800;-800;0;0;800;-800;-800;800;0;0;0;0;-800;800
-0,049022057;0,005703444;0,242917747;0,000999748;9,36984E-06;0,000748622;0;0;800;-800;0;0;800;-800;0;0;800;-800;800;-800;0;0
5,4213E-05;9,48626E-05;0,000132746;-0,008300926;0,020538936;0,243732665;0;0;800;-800;0;0;800;-800;0;0;800;-800;-800;800;0;0
-0,036470249;0,02094841;0,240199802;0,000857114;0,000176277;0,000739344;0;0;800;-800;0;0;800;-800;0;0;800;-800;0;0;800;-800
5,63764E-05;7,80858E-05;0,000132805;-0,02422262;0,005026682;0,246299821;0;0;800;-800;0;0;800;-800;0;0;800;-800;0;0;-800;800
-5,47264E-05;0,00016796;0,000127865;-0,026905862;-0,00902438;0,247364602;0;0;800;-800;0;0;800;-800;0;0;-800;800;800;-800;0;0
-0,000128497;0,000214157;8,08727E-05;0,00969838;0,016485234;0,243946024;0;0;800;-800;0;0;800;-800;0;0;-800;800;-800;800;0;0
4,80742E-05;9,87941E-05;0,000129793;-0,009875209;0,011322799;0,245417003;0;0;800;-800;0;0;800;-800;0;0;-800;800;0;0;800;-800
7,21995E-05;5,71162E-05;0,00014012;-0,003891585;-0,000592989;0,246560672;0;0;800;-800;0;0;800;-800;0;0;-800;800;0;0;-800;800
